Order_ID,Customer_ID,Product_ID,Quantity,Order_date,Order_Time,Delivary_date,Delivery_Time,Occasion,
336,C069,53,1,23-01-2021,4:32:24,27-01-2021,19:54:17,Eid,
337,C008,24,3,25-01-2021,14:21:12,31-01-2021,20:26:13,Birthday,
338,C087,21,3,29-12-2021,14:15:51,1/1/2022,1:34:07,Eid,
339,C083,8,1,16-04-2021,20:07:19,21-04-2021,10:50:19,Anniversary,
340,C076,38,3,1/12/2021,7:53:01,7/12/2021,2:56:01,Birthday,
341,C028,9,2,10/4/2021,14:54:35,13-04-2021,22:32:13,Eid,
342,C062,36,5,7/8/2021,4:03:43,13-08-2021,16:26:16,Birthday,
343,C006,66,3,25-11-2021,14:12:40,1/12/2021,9:27:05,Birthday,
344,C020,28,5,14-07-2021,17:06:22,18-07-2021,6:28:07,Eid,
345,C056,45,4,26-01-2021,15:40:42,31-01-2021,23:11:31,Birthday,
346,C090,50,1,30-12-2021,23:24:17,4/1/2022,16:46:34,Birthday,
347,C034,34,2,18-02-2021,9:46:21,20-02-2021,8:37:09,Eid,
348,C060,30,2,7/2/2021,20:33:37,10/2/2021,12:02:59,Anniversary,
349,C017,44,4,1/6/2021,3:32:37,6/6/2021,10:31:13,Eid,
350,C020,19,3,16-08-2021,12:22:57,19-08-2021,16:26:10,Valentine's Day,
351,C099,1,1,21-07-2021,15:11:07,24-07-2021,22:29:59,All Occasions,
352,C080,28,1,2/11/2021,23:49:45,6/11/2021,9:14:52,Eid,
353,C089,55,2,26-11-2021,9:43:27,28-11-2021,14:12:14,Eid,
354,C087,13,5,18-11-2021,17:25:28,24-11-2021,9:43:32,Birthday,
355,C099,10,1,20-03-2021,4:52:44,22-03-2021,9:38:33,Birthday,
356,C028,14,1,27-04-2021,0:41:40,3/5/2021,4:31:42,Birthday,
357,C063,62,4,15-12-2021,20:01:18,20-12-2021,20:55:34,Birthday,
358,C040,55,1,27-03-2021,16:53:29,29-03-2021,13:30:37,Eid,
359,C052,47,2,26-01-2021,12:13:36,28-01-2021,20:31:30,Birthday,
360,C099,41,1,3/9/2021,3:11:57,6/9/2021,17:45:31,Eid,
361,C049,47,4,18-03-2021,6:09:56,23-03-2021,8:33:10,Birthday,
362,C041,31,2,12/4/2021,3:40:01,15-04-2021,10:35:23,All Occasions,
363,C022,15,2,28-01-2021,19:01:01,3/2/2021,1:50:36,Anniversary,
364,C003,43,3,12/2/2021,6:09:01,15-02-2021,4:37:33,Eid,
365,C028,8,5,26-04-2021,15:31:47,30-04-2021,10:15:29,Anniversary,
366,C033,3,3,25-03-2021,23:15:47,30-03-2021,10:51:38,Valentine's Day,
367,C010,47,5,23-06-2021,0:44:09,25-06-2021,15:05:03,Birthday,
368,C042,6,3,18-04-2021,23:03:22,20-04-2021,2:52:10,Birthday,
369,C014,63,3,6/9/2021,7:23:44,8/9/2021,4:28:30,All Occasions,
370,C073,54,2,29-11-2021,5:57:39,5/12/2021,19:01:40,Anniversary,
371,C090,23,4,21-07-2021,1:27:58,23-07-2021,10:28:47,Anniversary,
372,C006,25,3,2/11/2021,19:04:25,6/11/2021,18:28:46,Anniversary,
373,C026,65,2,5/1/2022,20:49:11,10/1/2022,23:57:40,All Occasions,
374,C087,4,1,10/10/2021,7:47:32,16-10-2021,22:32:44,Eid,
375,C091,46,1,4/1/2022,4:16:25,7/1/2022,19:37:38,Anniversary,
376,C097,10,2,31-12-2021,20:18:32,4/1/2022,23:48:02,Birthday,
377,C013,55,4,13-12-2021,8:34:06,19-12-2021,11:47:09,Eid,
378,C040,6,2,2/3/2021,11:30:20,4/3/2021,19:26:52,Birthday,
379,C078,66,1,12/3/2021,23:31:41,18-03-2021,10:44:03,Birthday,
380,C009,60,4,19-10-2021,13:33:02,22-10-2021,23:40:37,Eid,
381,C013,25,3,31-08-2021,18:30:03,6/9/2021,6:21:06,Anniversary,
382,C003,24,1,19-05-2021,10:02:19,25-05-2021,21:53:48,Birthday,
383,C016,37,1,12/9/2021,0:16:45,18-09-2021,20:09:52,Eid,
384,C004,25,3,4/9/2021,16:57:57,10/9/2021,13:57:13,Anniversary,
385,C002,50,4,20-07-2021,1:16:01,26-07-2021,10:46:18,Birthday,
386,C091,5,4,31-07-2021,12:47:45,3/8/2021,21:34:41,All Occasions,
387,C061,1,2,31-12-2021,5:38:25,3/1/2022,2:15:58,All Occasions,
388,C066,36,2,28-02-2021,0:15:10,2/3/2021,10:37:06,Birthday,
389,C061,29,2,11/7/2021,3:26:18,17-07-2021,18:13:40,Birthday,
390,C043,26,4,24-12-2021,15:40:56,26-12-2021,23:02:07,Birthday,
391,C083,22,4,29-10-2021,13:44:06,3/11/2021,12:58:41,All Occasions,
392,C085,4,2,21-08-2021,3:18:55,24-08-2021,18:53:09,Eid,
393,C087,17,5,18-03-2021,11:01:18,22-03-2021,16:10:46,Anniversary,
394,C028,38,5,15-02-2021,4:26:37,21-02-2021,19:25:58,Birthday,
395,C067,26,2,16-02-2021,23:14:54,18-02-2021,18:32:37,Birthday,
396,C068,10,5,8/1/2022,15:30:58,11/1/2022,1:45:01,Birthday,
397,C034,4,5,18-11-2021,6:48:09,21-11-2021,13:32:34,Eid,
398,C080,54,1,14-06-2021,8:45:21,20-06-2021,10:01:43,Anniversary,
399,C008,68,1,6/2/2021,6:21:47,12/2/2021,7:08:14,Valentine's Day,
400,C083,45,3,9/9/2021,14:05:01,11/9/2021,18:10:53,Birthday,
401,C089,9,5,25-09-2021,19:53:33,27-09-2021,7:19:07,Eid,
402,C037,29,1,11/3/2021,16:42:29,16-03-2021,13:32:50,Birthday,
403,C075,57,1,8/5/2021,11:45:28,11/5/2021,20:13:26,Birthday,
404,C055,21,5,16-06-2021,7:55:20,20-06-2021,22:27:19,Eid,
405,C033,49,1,9/2/2021,23:05:14,11/2/2021,14:47:38,Valentine's Day,
406,C049,55,4,30-01-2021,15:59:17,2/2/2021,6:23:53,Eid,
407,C074,69,3,22-07-2021,8:52:11,27-07-2021,4:09:44,Birthday,
408,C063,31,2,1/6/2021,12:19:26,6/6/2021,4:41:38,All Occasions,
409,C049,50,4,2/6/2021,17:43:59,5/6/2021,19:44:57,Birthday,
410,C025,24,1,28-08-2021,20:20:49,3/9/2021,5:57:06,Birthday,
411,C006,48,1,3/10/2021,16:31:34,5/10/2021,7:21:26,Eid,
412,C081,67,2,20-09-2021,9:28:24,26-09-2021,23:14:27,Anniversary,
413,C050,59,5,21-09-2021,5:32:17,23-09-2021,20:21:11,Eid,
414,C034,7,4,16-09-2021,21:18:11,18-09-2021,1:07:31,Birthday,
415,C065,14,4,27-09-2021,20:08:30,30-09-2021,1:20:56,Birthday,
416,C006,58,5,5/8/2021,16:41:02,10/8/2021,9:37:01,Valentine's Day,
417,C004,62,4,7/3/2021,22:40:40,12/3/2021,5:56:33,Birthday,
418,C069,64,3,31-12-2021,13:17:22,4/1/2022,11:37:10,Eid,
419,C065,47,3,27-12-2021,17:18:51,1/1/2022,13:53:36,Birthday,
420,C039,6,3,29-11-2021,8:36:20,4/12/2021,0:07:29,Birthday,
421,C066,38,4,26-04-2021,20:16:30,28-04-2021,19:04:00,Birthday,
422,C044,53,2,30-04-2021,3:03:58,3/5/2021,4:05:39,Eid,
423,C067,19,1,30-07-2021,16:46:58,1/8/2021,0:10:05,Valentine's Day,
424,C072,7,4,22-04-2021,3:04:56,26-04-2021,10:27:03,Birthday,
425,C071,56,1,24-01-2021,0:02:06,26-01-2021,22:59:28,Anniversary,
426,C073,2,2,26-01-2021,22:59:54,29-01-2021,13:51:00,Valentine's Day,
427,C042,48,5,30-12-2021,7:56:32,1/1/2022,22:46:12,Eid,
428,C038,10,2,17-04-2021,3:32:38,23-04-2021,19:37:01,Birthday,
429,C007,9,5,2/12/2021,22:46:57,8/12/2021,12:43:52,Eid,
430,C045,27,2,11/4/2021,7:20:30,13-04-2021,10:03:32,Eid,
431,C057,1,4,8/8/2021,19:13:43,14-08-2021,21:02:24,All Occasions,
432,C092,12,4,26-11-2021,12:09:27,1/12/2021,19:40:38,Anniversary,
433,C068,7,5,15-07-2021,23:33:51,21-07-2021,4:19:56,Birthday,
434,C020,51,4,27-01-2021,7:23:06,29-01-2021,19:43:32,All Occasions,
435,C017,53,4,31-12-2021,17:27:30,4/1/2022,12:35:14,Eid,
436,C058,8,1,19-02-2021,6:08:00,25-02-2021,8:15:49,Anniversary,
437,C010,55,1,8/2/2021,6:30:47,12/2/2021,22:56:38,Eid,
438,C037,34,2,2/6/2021,9:27:17,8/6/2021,3:18:31,Eid,
439,C037,12,3,17-08-2021,8:56:11,19-08-2021,12:51:06,Anniversary,
440,C018,13,4,22-07-2021,9:33:31,28-07-2021,1:21:29,Birthday,
441,C052,26,2,3/11/2021,11:23:56,9/11/2021,16:38:50,Birthday,
442,C023,3,3,27-11-2021,18:03:20,1/12/2021,8:05:39,Valentine's Day,
443,C046,49,3,19-11-2021,22:22:19,22-11-2021,2:16:00,Valentine's Day,
444,C021,60,3,21-03-2021,1:01:13,26-03-2021,9:54:20,Eid,
445,C047,30,5,28-04-2021,20:08:42,3/5/2021,14:22:27,Anniversary,
446,C079,33,5,16-12-2021,2:54:04,22-12-2021,11:03:28,Valentine's Day,
447,C032,47,4,28-03-2021,2:45:34,3/4/2021,15:04:56,Birthday,
448,C086,16,1,27-01-2021,2:42:54,31-01-2021,13:42:24,Birthday,
449,C045,49,4,4/9/2021,3:18:26,10/9/2021,10:09:41,Valentine's Day,
450,C096,39,5,19-03-2021,7:58:05,23-03-2021,10:09:58,All Occasions,
451,C079,33,5,13-04-2021,0:16:52,19-04-2021,21:10:57,Valentine's Day,
452,C045,70,3,29-01-2021,19:57:29,1/2/2021,11:42:18,Birthday,
453,C032,27,2,13-02-2021,10:11:39,17-02-2021,12:28:21,Eid,
454,C088,3,2,27-04-2021,23:26:49,1/5/2021,1:21:56,Valentine's Day,
455,C072,1,2,26-03-2021,22:33:50,28-03-2021,18:04:20,All Occasions,
456,C071,33,2,24-06-2021,22:51:39,29-06-2021,22:14:06,Valentine's Day,
457,C036,22,5,19-04-2021,13:55:39,24-04-2021,16:38:25,All Occasions,
458,C054,32,2,7/9/2021,17:21:30,11/9/2021,20:32:44,Birthday,
459,C093,12,2,30-11-2021,7:24:55,3/12/2021,7:34:31,Anniversary,
460,C007,29,2,22-07-2021,7:58:33,25-07-2021,0:07:26,Birthday,
461,C083,12,4,3/11/2021,8:12:37,7/11/2021,14:52:56,Anniversary,
462,C069,60,5,6/1/2022,18:10:06,8/1/2022,14:20:14,Eid,
463,C078,18,3,11/10/2021,22:23:47,14-10-2021,0:52:03,Birthday,
464,C014,18,3,5/1/2022,3:04:25,7/1/2022,13:38:45,Birthday,
465,C029,55,5,31-12-2021,23:46:12,6/1/2022,13:29:11,Eid,
466,C053,23,1,14-12-2021,13:58:22,18-12-2021,9:59:41,Anniversary,
467,C056,53,1,3/3/2021,14:18:44,9/3/2021,15:20:11,Eid,
468,C007,5,2,13-03-2021,7:57:26,18-03-2021,1:24:47,All Occasions,
469,C051,42,4,20-10-2021,7:06:00,22-10-2021,12:56:49,All Occasions,
470,C031,47,5,1/9/2021,17:34:04,4/9/2021,15:29:29,Birthday,
471,C092,23,2,20-05-2021,12:09:01,26-05-2021,5:50:06,Anniversary,
472,C015,56,1,13-09-2021,7:32:38,15-09-2021,22:46:18,Anniversary,
473,C061,22,3,5/9/2021,8:13:57,10/9/2021,15:44:18,All Occasions,
474,C051,1,4,21-07-2021,6:31:59,27-07-2021,2:00:07,All Occasions,
475,C099,46,2,1/8/2021,7:21:23,4/8/2021,13:32:22,Anniversary,
476,C067,40,2,31-12-2021,1:17:18,2/1/2022,17:53:14,Anniversary,
477,C099,33,4,28-02-2021,17:18:09,6/3/2021,3:11:52,Valentine's Day,
478,C003,11,5,12/7/2021,1:11:21,16-07-2021,9:50:19,Valentine's Day,
479,C071,11,1,25-12-2021,17:48:21,30-12-2021,10:48:13,Valentine's Day,
480,C059,62,4,30-10-2021,4:29:31,5/11/2021,22:19:33,Birthday,
481,C044,12,5,22-08-2021,0:00:53,25-08-2021,18:36:25,Anniversary,
482,C050,23,3,19-03-2021,20:33:38,24-03-2021,20:56:35,Anniversary,
483,C007,59,2,16-02-2021,6:25:03,21-02-2021,5:06:02,Eid,
484,C034,1,5,17-02-2021,19:03:55,22-02-2021,19:32:17,All Occasions,
485,C029,43,4,9/1/2022,19:20:24,14-01-2022,19:27:14,Eid,
486,C030,24,1,19-11-2021,14:34:30,23-11-2021,16:58:35,Birthday,
487,C053,51,1,15-06-2021,16:46:57,18-06-2021,4:28:18,All Occasions,
488,C025,21,4,7/2/2021,22:13:30,11/2/2021,5:26:49,Eid,
489,C072,10,1,10/9/2021,22:26:56,12/9/2021,4:30:46,Birthday,
490,C075,2,1,26-09-2021,12:28:03,1/10/2021,12:27:19,Valentine's Day,
491,C095,30,1,12/3/2021,6:14:34,14-03-2021,22:59:20,Anniversary,
492,C047,33,2,9/5/2021,13:54:25,11/5/2021,12:04:33,Valentine's Day,
493,C035,11,1,17-06-2021,22:11:24,23-06-2021,15:43:11,Valentine's Day,
494,C082,7,4,10/2/2021,3:11:22,16-02-2021,19:06:48,Birthday,
495,C007,20,1,31-01-2021,17:42:29,6/2/2021,22:51:31,Anniversary,
496,C021,11,4,23-07-2021,14:31:57,27-07-2021,13:05:41,Valentine's Day,
497,C081,64,2,2/6/2021,20:14:01,5/6/2021,4:42:56,Eid,
498,C100,19,4,3/6/2021,21:34:44,7/6/2021,21:14:24,Valentine's Day,
499,C031,59,1,29-08-2021,12:09:20,1/9/2021,10:03:32,Eid,
